location_name,time,date,latitude,longitude
Union Square,2023-01-06 15:56:45,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:00:18,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:03:43,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:03:45,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:03:46,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:03:57,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:04:19,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:04:38,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:06:15,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:06:26,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:06:55,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:08:26,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 15:57:07,2023-01-06,37.78807,-122.407522
Union Square,2023-01-06 16:11:17,2023-01-06,37.78807,-122.407522
Union Square,2023-01-03 12:56:07,2023-01-03,37.787888,-122.408073
Union Square,2023-01-03 21:12:16,2023-01-03,37.787933,-122.4075
Union Square,2013-11-19 14:03:18,2013-11-19,37.787865,-122.407988
Union Square,2022-12-26 11:07:39,2022-12-26,37.787555,-122.407562
Union Square,2022-12-26 10:00:23,2022-12-26,37.78765,-122.406809
Union Square,2022-12-26 09:51:46,2022-12-26,37.787594,-122.407198
Union Square,2022-12-26 10:00:20,2022-12-26,37.787663,-122.406792
Union Square,2022-12-26 10:00:21,2022-12-26,37.787658,-122.4068
Union Square,2022-12-26 09:57:27,2022-12-26,37.787716,-122.407128
Union Square,2022-12-26 10:00:22,2022-12-26,37.787655,-122.4068
Union Square,2022-12-26 09:55:52,2022-12-26,37.787749,-122.407037
Union Square,2022-12-26 10:00:23,2022-12-26,37.787655,-122.4068
Union Square,2022-11-20 17:22:48,2022-11-20,37.787705,-122.407181
Union Square,2022-11-20 17:22:16,2022-11-20,37.787677,-122.40715
Union Square,2022-11-20 17:22:14,2022-11-20,37.787672,-122.40715
Union Square,2022-11-20 17:22:29,2022-11-20,37.787688,-122.407159
Union Square,2022-11-20 17:21:38,2022-11-20,37.787719,-122.407059
Union Square,2022-11-20 17:24:09,2022-11-20,37.787636,-122.407073
Union Square,2022-11-20 17:21:10,2022-11-20,37.787744,-122.407037
Union Square,2022-11-20 17:21:56,2022-11-20,37.787697,-122.407073
Union Square,2022-11-20 17:24:38,2022-11-20,37.787619,-122.40712
Union Square,2022-12-23 15:47:56,2022-12-23,37.788055,-122.407923
Union Square,2022-12-23 15:50:51,2022-12-23,37.787752,-122.407456
Union Square,2022-12-23 14:37:44,2022-12-23,37.787933,-122.4075
Union Square,2022-12-23 14:40:48,2022-12-23,37.787933,-122.4075
Union Square,2022-12-23 14:45:45,2022-12-23,37.787933,-122.4075
Union Square,2022-12-23 15:05:50,2022-12-23,37.787933,-122.4075
Union Square,2022-12-23 14:45:52,2022-12-23,37.787933,-122.4075
Union Square,2022-11-23 15:15:34,2022-11-23,37.788097,-122.40795
Union Square,2022-11-23 15:19:52,2022-11-23,37.787986,-122.407792
Union Square,2022-11-19 14:22:39,2022-11-19,37.787872,-122.407609
Union Square,2019-12-03 05:11:01,2019-12-03,37.788005,-122.407457
Union Square,2019-12-03 05:11:30,2019-12-03,37.788005,-122.407457
Union Square,2022-12-11 21:04:32,2022-12-11,37.78767,-122.40689
Union Square,2022-12-11 21:05:32,2022-12-11,37.78767,-122.40689
Union Square,2022-12-11 21:05:44,2022-12-11,37.78767,-122.40689
Union Square,2011-06-17 12:00:08,2011-06-17,37.7879,-122.4075
Union Square,2022-11-30 18:28:30,2022-11-30,37.788222,-122.407703
Union Square,2022-11-29 11:50:19,2022-11-29,37.788055,-122.407448
Union Square,2022-11-26 00:08:03,2022-11-26,37.787983,-122.407371
Union Square,2022-11-26 00:11:17,2022-11-26,37.787964,-122.407801
Union Square,2022-10-30 19:03:04,2022-10-30,37.788049,-122.406867
Union Square,2022-11-23 11:25:40,2022-11-23,37.78807,-122.407522
Union Square,2022-12-26 11:07:38,2022-12-26,37.787555,-122.407562
Union Square,2022-12-26 11:07:37,2022-12-26,37.787552,-122.407556
Union Square,2022-12-26 09:55:53,2022-12-26,37.787752,-122.407037
Union Square,2022-11-23 11:22:20,2022-11-23,37.78807,-122.407522
Union Square,2022-11-23 11:26:30,2022-11-23,37.78807,-122.407522
Union Square,2022-11-23 11:28:17,2022-11-23,37.78807,-122.407522
Union Square,2022-11-23 11:37:08,2022-11-23,37.78807,-122.407522
Union Square,2022-12-11 21:04:39,2022-12-11,37.78767,-122.40689
Union Square,2022-11-23 11:37:53,2022-11-23,37.78807,-122.407522
Union Square,2022-11-21 22:47:33,2022-11-21,37.787799,-122.406899
Union Square,2022-11-19 15:23:15,2022-11-19,37.787697,-122.40702
Union Square,2022-11-19 15:23:03,2022-11-19,37.7877,-122.407045
Union Square,2022-11-19 15:23:25,2022-11-19,37.787711,-122.40702
Union Square,2022-11-19 15:23:20,2022-11-19,37.7877,-122.40702
Union Square,2022-11-19 15:23:02,2022-11-19,37.787705,-122.407045
Union Square,2022-11-19 15:23:14,2022-11-19,37.787697,-122.40702
Union Square,2022-11-19 15:23:02,2022-11-19,37.7877,-122.407045
Union Square,2022-11-19 15:23:25,2022-11-19,37.787705,-122.40702
Union Square,2022-11-20 23:28:04,2022-11-20,37.787933,-122.4075
Union Square,2022-11-20 23:28:33,2022-11-20,37.787933,-122.4075
Union Square,2022-11-20 23:29:16,2022-11-20,37.787933,-122.4075
Union Square,2022-11-20 23:29:26,2022-11-20,37.787933,-122.4075
Union Square,2022-11-20 23:31:15,2022-11-20,37.787933,-122.4075
Union Square,2022-11-20 23:31:20,2022-11-20,37.787933,-122.4075
Union Square,2022-11-19 13:35:48,2022-11-19,37.787613,-122.407425
Union Square,2022-11-19 13:35:54,2022-11-19,37.787613,-122.407425
Union Square,2022-11-19 13:36:09,2022-11-19,37.787613,-122.407425
Union Square,2022-11-19 13:36:22,2022-11-19,37.787613,-122.407425
Union Square,2022-11-19 13:36:34,2022-11-19,37.787613,-122.407425
Union Square,2022-11-19 13:38:58,2022-11-19,37.78778,-122.407264
Union Square,2022-11-19 13:45:41,2022-11-19,37.787722,-122.407051
Union Square,2022-11-19 13:45:48,2022-11-19,37.787716,-122.407037
Union Square,2022-11-19 13:51:33,2022-11-19,37.787963,-122.407709
Union Square,2022-11-19 13:53:13,2022-11-19,37.788005,-122.40777
Union Square,2022-11-20 00:12:18,2022-11-20,37.787799,-122.406899
Union Square,2022-11-20 00:09:01,2022-11-20,37.787799,-122.406899
Union Square,2022-11-20 00:03:15,2022-11-20,37.787799,-122.406899
Union Square,2022-11-20 00:15:53,2022-11-20,37.787799,-122.406899
Union Square,2022-11-19 14:41:27,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:41:32,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:41:55,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:43:34,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:44:59,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:46:28,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:46:51,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:47:00,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:47:27,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:47:49,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:48:56,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:49:17,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:50:45,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:53:46,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:54:36,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:55:04,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:55:10,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:56:43,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:58:58,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:59:02,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:59:24,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:59:41,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:00:09,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:01:59,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:02:19,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:02:22,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:03:08,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:44:28,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:53:16,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:04:36,2022-11-19,37.787784,-122.407107
Union Square,2022-11-15 13:07:12,2022-11-15,37.787802,-122.407867
Union Square,2022-11-13 22:57:34,2022-11-13,37.788286,-122.407178
Union Square,2022-11-13 22:48:59,2022-11-13,37.788231,-122.407983
Union Square,2022-11-19 15:23:04,2022-11-19,37.7877,-122.407045
Union Square,2022-11-19 13:46:43,2022-11-19,37.787708,-122.407142
Union Square,2022-11-19 14:41:19,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:51:22,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 14:55:58,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:01:09,2022-11-19,37.787784,-122.407107
Union Square,2022-11-19 15:03:55,2022-11-19,37.787784,-122.407107
Union Square,2022-11-12 14:05:54,2022-11-12,37.78807,-122.407522
Union Square,2022-11-12 14:44:33,2022-11-12,37.78807,-122.407522
Union Square,2022-11-12 14:46:02,2022-11-12,37.78807,-122.407522
Union Square,2022-11-12 14:46:27,2022-11-12,37.78807,-122.407522
Union Square,2022-11-12 14:29:29,2022-11-12,37.78807,-122.407522
Union Square,2022-11-12 14:48:13,2022-11-12,37.78807,-122.407522
Union Square,2022-11-06 14:39:51,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:39:56,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:40:54,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:45:20,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:46:10,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:49:31,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:51:49,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:51:12,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:40:16,2022-11-06,37.78807,-122.407522
Union Square,2022-11-06 14:53:57,2022-11-06,37.78807,-122.407522
Union Square,2022-11-04 14:50:42,2022-11-04,37.78807,-122.407522
Union Square,2022-11-04 14:50:44,2022-11-04,37.78807,-122.407522
